Age,Weight (kg),Height (m),BMI,Fat_Percentage,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Water_Intake (liters),Workout_Frequency (days/week),Gender,Workout_Type,Experience_Level,Calories_Burned,Cluster,PCA1,PCA2
59,67.4,1.71,23.0,28.1,179,159.0,69,1.04,1.59,5,Male,Cardio,Advanced,577.0,2,1.5605399744167066,-0.12847090175562265
40,67.0,1.64,24.8,17.5,176,159.0,69,1.48,1.87,2,Female,Cardio,Beginner,637.0,2,2.9920601129127213,0.410097486310763
23,79.8,1.78,25.3,36.6,198,171.0,80,0.84,1.42,3,Male,Cardio,Beginner,488.0,2,0.5668783660865534,2.481097643233494
57,46.8,1.6,18.3,14.6,171,116.0,69,1.25,1.29,7,Female,Yoga,Advanced,247.0,1,0.37984063065433554,-3.1880714194216604
33,73.0,1.75,23.9,14.5,187,154.0,68,0.77,1.39,5,Male,Strength,Advanced,398.0,1,0.08580035539395253,-0.06558589064700415
44,88.2,1.78,27.8,31.3,177,132.0,60,0.83,1.51,4,Male,Strength,Advanced,447.0,1,0.6183561532346968,-1.5088052462822377
48,72.9,1.77,23.4,12.8,169,159.0,68,0.41,1.18,5,Male,HIIT,Advanced,329.0,0,-1.363429448301392,-0.5263313188934715
18,73.7,1.75,23.9,19.3,188,146.0,56,0.79,1.49,5,Male,Strength,Advanced,386.0,1,0.28668152810124725,-0.991010092298268
27,73.9,1.71,25.4,21.4,201,129.0,71,0.93,1.56,3,Male,Yoga,Beginner,268.0,2,0.3601298346474628,0.26666342511414376
47,72.1,1.72,24.3,28.5,176,162.0,67,0.7,1.52,4,Female,HIIT,Intermediate,398.0,1,-0.08324880266952858,-0.03548513942626787
31,58.7,1.68,20.9,21.4,194,150.0,76,0.63,1.33,2,Male,Strength,Beginner,205.0,0,-0.9943548259996919,1.346684632491756
18,78.1,1.78,24.7,23.9,205,170.0,82,0.52,1.05,4,Male,Strength,Intermediate,281.0,0,-1.403715040694286,2.3392975355056644
19,71.0,1.58,28.6,32.6,191,138.0,71,1.45,1.06,4,Female,Yoga,Advanced,459.0,2,1.2195824537011901,-0.6663325401965534
53,62.9,1.74,20.8,20.9,174,166.0,83,0.67,1.34,2,Female,HIIT,Beginner,279.0,0,-0.9061522545266391,1.4364585898624513
24,60.5,1.61,23.4,29.4,191,129.0,75,0.48,0.53,5,Female,Yoga,Intermediate,90.0,0,-2.9766852846071776,-0.7866074454576755
22,50.9,1.61,19.5,12.8,184,156.0,81,0.88,1.54,2,Female,Cardio,Beginner,286.0,0,-0.03635767527753951,1.2875626654834964
42,80.3,1.68,28.4,25.1,177,130.0,86,1.0,0.97,3,Male,Yoga,Beginner,268.0,0,-0.5276036925428028,-0.08938245324786859
23,68.1,1.67,24.4,21.1,196,180.0,70,0.35,1.03,3,Female,HIIT,Beginner,194.0,0,-2.2972730192217727,2.049914447497861
46,59.0,1.65,21.6,14.5,173,147.0,70,1.08,1.99,1,Male,Cardio,Beginner,383.0,2,1.5256435713839083,0.22174721494620794
41,68.1,1.64,25.2,29.6,177,143.0,72,0.69,1.42,5,Female,Strength,Advanced,313.0,1,-0.4700883861467266,-0.8000555566318996
45,52.2,1.61,20.2,32.5,176,163.0,71,0.44,1.42,4,Female,HIIT,Intermediate,202.0,0,-1.517754464483976,0.17482963555395695
39,53.0,1.59,20.9,19.3,196,164.0,69,0.88,1.06,5,Female,Cardio,Advanced,385.0,0,-0.3376755074363123,0.5180550854855542
51,44.4,1.52,19.3,28.3,160,128.0,69,1.16,1.35,4,Female,Strength,Intermediate,222.0,1,0.04693612737931142,-2.4533155225036514
45,54.0,1.61,20.7,24.8,180,168.0,71,0.39,1.67,3,Female,HIIT,Beginner,173.0,0,-1.3483497563403002,1.0401170375003792
35,99.9,1.83,30.0,25.0,182,156.0,84,1.17,2.12,3,Male,Cardio,Beginner,778.5,2,3.3800034519402584,1.6680392391809806
18,61.1,1.67,22.0,29.5,190,150.0,61,1.0,1.53,5,Female,Strength,Advanced,382.0,1,0.6568720244813874,-0.7006398631260576
29,70.7,1.63,26.6,30.4,186,140.0,79,1.02,1.5,3,Female,Strength,Beginner,312.0,2,0.3826459291996343,0.35954661972759805
23,53.3,1.57,21.6,22.0,196,174.0,71,1.21,1.9,6,Female,Cardio,Advanced,558.0,2,2.240789608318641,0.9080531971967392
18,96.0,1.86,27.7,13.5,200,130.0,65,0.58,0.34,1,Male,Yoga,Beginner,213.0,0,-2.4581370117634744,0.3114185020258274
29,67.9,1.8,20.9,22.0,189,180.0,66,0.66,1.16,3,Male,HIIT,Intermediate,467.0,0,-0.367540781020782,1.4816329206115242
26,68.4,1.66,24.9,28.3,197,169.0,64,1.29,1.98,7,Female,Cardio,Advanced,740.0,2,3.2434481960681576,0.3098905229624414
21,71.1,1.69,25.0,8.0,202,134.0,78,0.92,0.92,1,Male,Yoga,Beginner,222.0,0,-0.8413678710609901,1.1563969019786646
31,108.1,1.79,33.6,24.3,192,125.0,72,0.87,0.92,2,Male,Yoga,Beginner,322.0,0,-0.5779978335687838,-0.029866862857554972
39,81.5,1.73,27.2,22.8,177,145.0,67,0.81,2.03,5,Male,Cardio,Advanced,520.0,2,1.5811400617540867,-0.6563650687501857
25,47.4,1.45,22.5,21.6,194,180.0,66,0.7,1.36,2,Female,HIIT,Beginner,281.0,0,-0.7455451895187325,1.8806559116368702
29,92.7,1.84,27.4,20.5,191,169.0,85,0.89,1.57,5,Male,Cardio,Intermediate,659.0,2,1.5033758276759488,1.8870103637119366
18,94.9,1.7,32.9,23.6,189,125.0,71,0.86,1.11,5,Male,Yoga,Intermediate,325.0,1,-0.3016037348766926,-1.0613867636521177
20,57.4,1.76,18.6,20.1,183,175.0,77,0.73,1.61,2,Male,HIIT,Beginner,323.0,0,-0.0825598232363153,1.9748201104706078
24,56.4,1.62,21.6,27.7,177,154.0,68,0.68,1.27,3,Female,HIIT,Intermediate,321.0,0,-0.7594711674970219,-0.13375181424115504
37,63.5,1.63,23.9,24.7,183,153.0,67,0.89,1.81,3,Female,Cardio,Intermediate,348.0,2,0.6419053690927145,0.028797555598194996
46,70.2,1.74,23.2,13.2,178,134.0,82,0.98,1.26,5,Male,Yoga,Intermediate,318.0,1,0.051393579182047545,-0.658062084300586
51,70.4,1.73,23.5,12.0,164,138.0,56,0.57,0.77,5,Male,Cardio,Advanced,240.0,1,-1.899560817299844,-2.4920374382740964
45,54.6,1.66,19.8,8.0,184,154.0,76,1.14,1.79,3,Female,Cardio,Beginner,430.0,2,1.447361290419528,0.7350008214701345
44,84.7,1.68,30.1,27.6,178,148.0,67,1.36,2.07,2,Male,Cardio,Beginner,719.0,2,3.511375612191262,0.2685294002610966
58,54.6,1.68,19.4,11.3,177,151.0,68,0.42,0.94,4,Female,HIIT,Intermediate,149.0,0,-2.426606855757208,-0.5416018862264154
28,72.8,1.74,24.0,17.4,191,155.0,64,0.98,1.75,5,Male,Cardio,Advanced,611.0,2,1.8835235862187938,0.08262616096250225
52,95.4,1.82,28.8,29.2,165,120.0,68,0.95,1.28,1,Female,Yoga,Beginner,276.0,1,-0.2588971177539604,-1.5010133104371328
58,82.0,1.82,24.7,29.3,171,159.0,75,0.55,1.32,1,Male,HIIT,Beginner,346.0,0,-0.8197832820087654,1.0572793371678955
42,56.8,1.64,21.1,37.7,183,150.0,55,0.92,1.63,5,Female,Cardio,Intermediate,394.0,1,0.641615669892246,-1.2055305415495399
54,59.1,1.73,19.7,24.2,167,131.0,66,0.71,1.3,6,Male,Cardio,Advanced,288.0,1,-0.5781834401544513,-2.2320306655446407
23,61.1,1.6,23.9,31.0,181,147.0,74,1.15,1.3,1,Female,Cardio,Beginner,390.0,2,0.577609937887393,0.5267577445116792
55,63.3,1.7,21.9,13.6,171,140.0,63,0.64,1.26,4,Female,Strength,Intermediate,212.0,1,-1.2200297872516883,-1.5134439742811074
42,61.4,1.55,25.6,31.1,172,166.0,80,0.65,1.47,3,Female,HIIT,Intermediate,322.0,0,-0.6030710876440907,0.8254622017954104
27,64.1,1.81,19.5,11.6,197,159.0,67,1.02,1.42,4,Male,Cardio,Intermediate,459.0,2,0.8973400848281499,0.6632787811986623
20,87.4,1.77,27.9,22.8,191,126.0,73,0.96,1.2,1,Male,Yoga,Beginner,273.0,0,-0.1597564800621434,0.18566966204135624
48,74.0,1.71,25.2,30.7,187,159.0,71,0.76,1.49,1,Female,Cardio,Beginner,341.0,0,-0.15958826677301494,1.3380653800614524
36,68.0,1.63,25.5,26.6,168,152.0,70,0.48,1.38,5,Female,HIIT,Intermediate,299.0,1,-1.121723702682227,-0.7987785794380515
31,92.7,1.75,30.3,30.1,187,121.0,79,1.08,1.36,5,Male,Yoga,Intermediate,340.0,1,0.5993899007140374,-0.944740548789996
34,72.9,1.78,23.1,23.7,194,182.0,83,0.54,1.25,7,Male,HIIT,Advanced,449.0,0,-0.5094404726268088,1.859004143852534
60,62.7,1.69,22.0,12.5,160,155.0,75,0.63,1.55,4,Male,HIIT,Intermediate,384.0,1,-0.186958175342008,-0.4361129011937662
36,63.3,1.67,22.7,21.2,182,174.0,77,0.57,1.15,5,Female,HIIT,Intermediate,347.0,0,-1.1320312217394604,0.9636035906034071
21,55.8,1.52,24.1,25.7,190,168.0,78,0.44,1.02,6,Female,Cardio,Advanced,221.0,0,-1.9855418108615537,0.8060441571583811
30,70.5,1.7,24.5,31.1,182,148.0,72,0.45,0.78,5,Female,Cardio,Intermediate,229.0,0,-2.2700474846310317,-0.4079763083798909
24,60.8,1.68,21.6,18.6,193,166.0,80,0.58,1.37,3,Female,Cardio,Intermediate,258.0,0,-1.0340480689754705,1.7018251745452573
47,54.8,1.77,17.5,21.1,166,133.0,73,0.82,0.86,7,Male,Strength,Advanced,345.0,1,-0.8159724246407011,-2.1481322695912395
52,59.5,1.62,22.7,22.2,171,161.0,75,0.66,1.57,3,Male,HIIT,Beginner,330.0,0,-0.2582542852720913,0.6396931430667168
54,74.1,1.68,26.2,28.4,174,163.0,73,0.44,1.02,3,Male,HIIT,Intermediate,268.0,0,-1.792001558268674,0.48748729354564957
45,69.9,1.66,25.3,26.4,175,112.0,60,1.03,1.43,5,Female,Yoga,Intermediate,257.0,1,0.180316734942155,-2.972824243618561
51,90.1,1.75,29.4,24.6,166,129.0,76,0.98,1.42,3,Male,Cardio,Beginner,488.0,1,0.883277141329733,-0.8119750259303711
35,78.6,1.56,32.2,27.7,191,184.0,62,0.57,1.24,3,Male,HIIT,Intermediate,471.0,0,-0.42503313653317326,1.583382521107815
44,93.4,1.84,27.7,22.4,183,156.0,65,0.6,1.14,3,Male,Cardio,Beginner,399.0,0,-0.6935875936794808,0.4506987433401856
22,93.0,1.76,30.1,28.7,185,151.0,76,1.25,2.08,1,Male,Cardio,Beginner,751.0,2,3.416618427103141,1.5238038456282559
41,72.9,1.62,27.7,27.6,170,162.0,64,0.48,0.82,5,Female,HIIT,Intermediate,295.0,0,-2.0130716464360066,-0.7902135469289288
41,103.6,1.82,31.3,29.5,173,119.0,74,1.07,1.38,3,Male,Yoga,Beginner,379.0,1,0.6910997605144462,-1.1826122616258468
19,92.3,1.7,31.8,26.5,198,152.0,69,0.87,0.86,4,Male,Strength,Advanced,548.0,0,0.10037712937722715,0.599282220199054
41,81.8,1.7,28.4,29.8,181,151.0,69,0.92,1.37,5,Female,Cardio,Advanced,586.0,2,0.9378663844798303,-0.36970822412317544
49,86.6,1.78,27.5,30.3,180,142.0,62,0.78,0.83,4,Male,Strength,Advanced,419.0,1,-0.6530525661711176,-1.0303164539777652
33,84.4,1.87,24.0,22.7,183,154.0,80,0.95,1.78,2,Male,Cardio,Beginner,511.0,2,1.4204043169069536,1.4357321423416016
41,85.6,1.86,24.6,15.0,173,116.0,74,1.47,1.65,2,Male,Yoga,Beginner,451.0,2,2.2211251170839765,-1.2206568214849902
30,58.6,1.58,23.5,25.9,193,187.0,77,0.64,1.44,1,Female,HIIT,Beginner,269.0,0,-0.8487499251086835,2.978523243730298
29,86.3,1.78,27.2,12.9,184,155.0,67,1.03,2.05,3,Male,Cardio,Beginner,617.0,2,2.412790481518313,0.6888024247430969
23,60.0,1.65,22.1,29.5,193,162.0,67,0.58,1.02,5,Female,Cardio,Advanced,333.0,0,-1.2319065516971808,0.3507111870045158
32,50.6,1.45,24.1,25.1,175,155.0,77,0.85,1.6,5,Female,Cardio,Intermediate,299.0,1,0.013961956919637818,-0.21144217244125801
52,55.1,1.77,17.5,20.2,168,119.0,80,0.95,1.14,3,Female,Yoga,Beginner,182.0,1,-0.7955500625586853,-1.3255550444583672
58,90.4,1.7,31.3,36.7,175,135.0,63,0.84,1.28,5,Male,Strength,Advanced,505.0,1,0.48580243555830405,-1.535375880092178
45,60.9,1.59,24.0,48.0,172,163.0,68,0.59,1.58,3,Female,HIIT,Intermediate,302.0,0,-0.6123195992597033,0.09437014997816218
44,79.8,1.73,26.5,27.1,183,164.0,68,0.49,1.62,3,Male,HIIT,Beginner,329.0,0,-0.4922431209763056,1.0201458800316983
44,96.7,1.79,30.3,39.4,161,131.0,70,0.73,1.06,1,Male,Strength,Beginner,279.0,1,-1.0073970058539485,-0.9613818192636372
38,69.6,1.64,25.9,19.1,178,146.0,62,0.77,1.55,5,Female,Cardio,Intermediate,353.0,1,0.034920950156688786,-1.141518183352966
36,71.4,1.53,30.3,26.0,182,126.0,67,1.22,1.43,4,Male,Yoga,Advanced,376.0,1,1.1067004287779374,-1.500764503239191
44,62.4,1.76,20.1,10.2,190,166.0,78,0.76,1.41,1,Male,Cardio,Beginner,330.0,0,-0.23284532594878282,2.1669643673411656
51,109.3,1.79,33.9,21.3,165,132.0,63,0.81,1.33,6,Male,Strength,Advanced,632.0,1,0.935915277906223,-2.139645567678386
35,91.8,1.78,28.9,22.5,188,168.0,67,0.56,1.12,5,Male,HIIT,Advanced,563.0,0,-0.21517223910984132,0.7195866122845398
42,77.7,1.74,25.6,17.9,186,174.0,66,0.83,0.73,4,Male,HIIT,Advanced,731.0,2,0.34284684331899756,0.9341838175536445
38,83.8,1.67,30.2,32.8,176,121.0,81,1.11,1.64,2,Female,Yoga,Beginner,303.0,2,0.772946407141136,-0.4988258937716665
30,53.9,1.63,20.4,23.5,184,157.0,71,0.96,1.42,3,Female,Cardio,Beginner,341.0,0,0.1674692580122343,0.5252151200953519
30,75.2,1.78,23.7,19.7,188,134.0,64,0.8,1.18,4,Male,Strength,Advanced,370.0,1,-0.18766853059445657,-0.8641847763883428
21,96.2,1.78,30.3,40.4,182,136.0,69,1.25,1.7,1,Female,Strength,Beginner,566.0,2,2.102294203586502,0.08547415540136094
36,55.8,1.78,17.7,8.0,180,146.0,64,1.03,1.31,3,Male,Strength,Intermediate,343.0,1,0.28849520665263967,-0.6635376521288979
48,76.7,1.69,26.9,19.1,184,159.0,74,0.92,1.6,3,Male,Cardio,Intermediate,559.0,2,1.2468144810599526,0.9247390324455266
47,66.9,1.58,26.8,22.1,179,152.0,74,0.56,1.07,1,Male,Cardio,Beginner,226.0,0,-1.550046195386469,0.8989179847229213
60,95.1,1.72,32.3,26.8,166,138.0,68,0.63,0.99,6,Male,Cardio,Advanced,474.0,1,-0.5702616094767384,-1.7093471657108545
19,61.1,1.8,18.8,26.9,195,161.0,75,1.24,1.99,7,Male,Cardio,Advanced,643.0,2,2.917484367422617,0.5402923138287621
50,92.0,1.73,30.9,28.2,177,145.0,79,0.86,1.31,3,Male,Strength,Intermediate,484.0,2,0.4207373247144876,0.27063501557304076
52,74.0,1.81,22.7,9.7,177,136.0,61,0.93,1.62,4,Male,Strength,Intermediate,445.0,1,0.9603600401208437,-1.3128027431026867
36,56.1,1.56,23.1,29.7,179,176.0,72,0.34,0.53,6,Female,HIIT,Advanced,196.0,0,-3.1171966985030632,0.23529468079410204
30,68.3,1.84,20.2,20.4,198,154.0,72,0.89,1.14,5,Male,Strength,Intermediate,456.0,2,0.21320552815886798,0.6013203553368526
33,61.8,1.73,20.7,16.8,194,151.0,68,1.16,1.84,4,Male,Strength,Intermediate,471.0,2,1.894487460521817,0.28919882987148393
47,83.7,1.78,26.3,15.4,180,147.0,70,0.58,0.94,7,Male,Cardio,Advanced,399.0,1,-0.9904590844446121,-0.9310117810084049
55,56.8,1.66,20.6,27.3,164,127.0,60,1.02,1.27,3,Female,Strength,Intermediate,285.0,1,-0.11415728620224011,-2.4373098685681605
45,95.0,1.86,27.6,17.4,170,150.0,83,0.68,1.08,2,Male,Cardio,Beginner,407.0,0,-0.6514695793464054,0.8161113930811413
40,56.1,1.59,22.3,29.7,178,152.0,77,0.92,1.51,2,Female,Cardio,Beginner,247.0,0,-0.1499917858960344,0.5775019009026172
46,59.6,1.72,20.2,18.3,177,138.0,69,1.05,1.51,1,Male,Strength,Beginner,338.0,2,0.6255087774420725,-0.12490977261347641
21,74.6,1.81,22.8,23.1,180,144.0,67,1.12,1.56,5,Male,Strength,Intermediate,585.0,2,1.7716878770705913,-0.7714722959296836
44,69.4,1.63,26.1,48.0,181,160.0,61,0.81,1.14,5,Female,Cardio,Intermediate,431.0,1,-0.2582343393125501,-0.5711070551244858
19,74.1,1.77,23.7,23.7,203,158.0,69,1.1,1.78,5,Male,Strength,Intermediate,577.0,2,2.0889281595243503,0.9202154573315213
59,74.6,1.73,24.9,18.0,171,142.0,68,1.04,1.85,5,Male,Strength,Intermediate,474.0,2,1.5956651448035148,-1.1863633327481342
56,89.2,1.8,27.4,30.3,165,157.0,60,0.25,0.28500000000000003,5,Male,HIIT,Advanced,263.0,0,-3.3099826864915745,-1.3639598986592179
39,79.1,1.65,28.9,33.9,175,170.0,72,0.44,0.64,7,Female,HIIT,Advanced,363.0,0,-2.10975887905743,-0.2562060124165707
34,73.7,1.77,23.6,46.2,186,173.0,82,0.53,1.4,1,Female,HIIT,Beginner,303.0,0,-0.9995986115073711,2.5309179069395182
49,56.2,1.64,20.8,19.0,173,147.0,71,1.26,2.37,5,Female,Cardio,Intermediate,432.0,2,2.5743210957050104,-0.9161396351027412
45,62.9,1.58,25.1,24.5,180,168.0,69,0.44,0.49,5,Female,HIIT,Intermediate,238.0,0,-2.789419864172894,0.044805760631217384
48,94.2,1.88,26.6,23.2,179,146.0,73,0.46,1.07,4,Male,Strength,Intermediate,277.0,0,-1.5365425925901757,-0.15045985805611922
40,49.4,1.6,19.2,18.3,188,153.0,74,1.2,2.11,1,Female,Strength,Beginner,324.0,2,1.68153161287988,1.1209018108629836
28,65.8,1.75,21.4,8.0,180,169.0,61,0.58,1.02,4,Male,HIIT,Advanced,437.0,0,-0.8347332530139693,0.1291806271977875
21,61.7,1.67,22.1,23.1,194,154.0,64,0.94,1.8,5,Female,Strength,Advanced,343.0,2,0.7963330542671049,-0.15285870475513522
30,76.8,1.79,24.0,15.6,184,142.0,69,0.59,0.96,4,Male,Strength,Intermediate,231.0,0,-1.551134427163718,-0.4688645276703603
40,66.5,1.74,21.9,26.3,179,173.0,69,0.37,1.0,7,Male,HIIT,Advanced,309.0,0,-1.7896246957353104,0.00997961497123185
36,71.0,1.61,27.5,19.0,189,131.0,68,1.16,1.12,6,Female,Yoga,Advanced,326.0,1,0.2423972313040203,-1.5561222450282306
39,52.5,1.68,18.7,9.0,188,133.0,76,1.08,1.48,1,Male,Yoga,Beginner,210.0,2,0.24112511816900006,0.3880607665097768
29,49.4,1.62,18.8,12.9,197,152.0,62,0.94,1.62,3,Female,Strength,Intermediate,224.0,1,0.08213407222093433,0.11625059242918082
58,65.6,1.67,23.5,14.6,171,142.0,75,0.75,1.62,5,Male,Strength,Intermediate,297.0,1,-0.028967601583275573,-0.8332401581519338
33,59.4,1.57,24.1,18.0,184,168.0,68,0.73,1.82,6,Female,HIIT,Advanced,433.0,2,0.6070752111011748,0.18329360839029302
54,58.6,1.74,19.3,17.0,169,151.0,87,0.76,1.32,1,Female,Cardio,Beginner,252.0,0,-0.818939609933264,1.003653113661795
34,80.3,1.89,22.5,18.3,172,163.0,68,0.63,2.1,4,Male,HIIT,Intermediate,456.0,2,0.9479207944171921,0.19513165184047807
37,64.5,1.66,23.3,23.8,191,143.0,70,0.72,1.5,4,Female,Strength,Advanced,223.0,1,-0.5516998511369589,-0.17661882690910857
43,66.0,1.68,23.3,17.3,176,158.0,87,0.25,0.81,3,Female,Cardio,Beginner,90.0,0,-3.252778349192956,1.202893502481306
29,71.3,1.68,25.4,44.1,191,155.0,69,0.34,0.54,5,Female,Cardio,Advanced,202.0,0,-2.936446283487614,0.03932505169607788
27,77.6,1.87,22.3,21.5,194,127.0,70,0.94,0.74,5,Male,Yoga,Intermediate,323.0,1,-0.6835128936819885,-0.9604987529093661
34,82.4,1.65,30.4,33.0,175,148.0,62,0.89,1.13,7,Female,Cardio,Advanced,546.0,1,0.3669417836048776,-1.6528986438803908
52,69.4,1.61,26.7,29.5,166,141.0,77,0.71,1.03,5,Female,Cardio,Advanced,360.0,1,-0.8990105976019594,-1.124644554541835
24,81.9,1.94,21.7,23.5,202,170.0,67,1.2,2.25,3,Male,Cardio,Beginner,769.0,2,3.6653914697421617,2.122951135665037
36,80.7,1.79,25.2,24.7,185,158.0,73,0.94,1.68,5,Male,Cardio,Intermediate,633.0,2,1.7089990631945122,0.5089838809405876
46,70.7,1.67,25.3,14.2,172,144.0,72,0.76,1.18,2,Male,Cardio,Beginner,329.0,0,-0.5706450132029581,-0.0497383915323722
48,70.7,1.55,29.4,31.1,174,166.0,70,0.42,0.95,5,Female,HIIT,Intermediate,217.0,0,-2.233063039394786,-0.1484956704903526
36,69.3,1.75,22.5,13.8,190,156.0,62,1.21,1.85,4,Male,Cardio,Intermediate,649.0,2,2.6367323834684244,0.13004133289977207
21,72.5,1.62,27.7,37.1,199,188.0,76,0.6,1.47,7,Female,HIIT,Advanced,495.0,0,0.018734004297073028,1.8915921678687022
18,57.4,1.52,25.0,21.2,185,126.0,73,0.51,0.55,1,Female,Yoga,Beginner,90.0,0,-2.917698663726796,-0.1682783268467779
38,96.2,1.78,30.5,23.8,193,144.0,67,0.73,1.26,1,Male,Strength,Beginner,334.0,0,-0.39153300856535483,0.859382822265041
52,87.1,1.71,29.7,29.1,179,150.0,78,0.46,1.02,5,Male,Cardio,Intermediate,286.0,0,-1.5935096014430652,0.0502194953751441
19,81.1,1.78,25.5,29.9,193,156.0,68,1.24,1.53,3,Female,Strength,Intermediate,634.0,2,2.050120683748135,0.6346135681504315
56,68.9,1.7,23.8,16.3,161,138.0,73,0.56,1.47,5,Male,Cardio,Intermediate,261.0,1,-0.8245366198036413,-1.4654975993957224
47,68.2,1.6,26.7,21.9,183,141.0,79,1.23,1.66,2,Female,Strength,Beginner,394.0,2,1.3470058816141817,0.4636712936504018
18,58.9,1.56,24.1,22.5,198,140.0,77,0.91,0.85,1,Female,Yoga,Beginner,218.0,0,-1.1380112481618967,1.062062933784581
32,84.1,1.64,31.2,28.2,175,110.0,55,0.8,1.22,7,Female,Yoga,Advanced,227.0,1,-0.6966437176173312,-3.7273323581131415
27,71.4,1.69,25.1,23.0,187,180.0,79,0.42,1.01,2,Male,HIIT,Beginner,300.0,0,-1.7403126954382595,2.5171387899434237
58,58.2,1.58,23.3,21.0,190,166.0,70,0.69,1.35,3,Female,Cardio,Intermediate,319.0,0,-0.6109800053941172,1.001920802040489
41,60.5,1.62,23.1,32.6,180,170.0,66,0.56,0.9,7,Female,HIIT,Advanced,346.0,0,-1.4912319725151553,-0.41853844784648414
31,56.0,1.67,20.2,15.3,181,182.0,74,0.47,1.27,1,Male,HIIT,Beginner,227.0,0,-1.5490322800465142,2.2187251010693285
29,76.5,1.69,26.9,24.9,180,131.0,61,0.86,1.86,3,Female,Strength,Intermediate,332.0,1,0.6782416616937389,-1.2440930134082966
42,54.4,1.58,21.7,23.7,191,176.0,76,0.3,0.49,2,Female,HIIT,Beginner,121.0,0,-3.5150664224944914,2.0804971289783487
18,76.8,1.63,29.0,40.0,201,166.0,60,0.46,1.03,4,Female,Cardio,Advanced,269.0,0,-1.6844828819696573,0.70638662217294
29,58.0,1.71,19.9,18.0,197,178.0,69,0.69,1.04,3,Male,Cardio,Intermediate,327.0,0,-0.956434175160435,1.7231939078956962
25,87.1,1.86,25.3,14.6,192,159.0,69,0.59,1.69,4,Male,Strength,Advanced,369.0,0,0.04801379675603837,0.7803595263810668
44,85.0,1.71,29.2,19.2,186,167.0,81,0.74,1.62,3,Male,Cardio,Beginner,455.0,2,0.49226933183086036,1.94006647579427
46,57.4,1.81,17.5,17.1,170,141.0,66,0.85,1.52,3,Male,Cardio,Intermediate,322.0,1,0.11657223631852354,-1.027345993982455
38,99.3,1.75,32.5,37.0,183,169.0,80,0.51,0.82,5,Male,HIIT,Intermediate,436.0,0,-1.300013878409889,1.1326971730183506
24,68.3,1.72,23.2,37.0,193,130.0,80,0.96,0.89,1,Female,Yoga,Beginner,192.0,0,-1.0531432801399545,0.5790364212237129
33,72.5,1.69,25.3,19.3,194,149.0,72,0.75,1.38,3,Male,Strength,Beginner,291.0,0,-0.3307732700723399,0.881674201460015
54,76.8,1.69,27.0,25.2,173,170.0,68,0.48,0.75,1,Female,HIIT,Beginner,232.0,0,-2.3935570577641836,0.8991663276921539
26,79.3,1.7,27.6,16.9,185,118.0,59,1.1,0.92,6,Male,Yoga,Advanced,358.0,1,0.08249805401295432,-2.6026222268347285
25,80.2,1.76,25.8,30.1,191,162.0,72,0.92,1.54,3,Male,Cardio,Intermediate,566.0,2,1.2060609531482582,1.227345447276887
22,85.9,1.73,28.6,25.8,180,146.0,66,0.62,1.08,3,Male,Strength,Intermediate,357.0,0,-0.8823099688293512,-0.2939886547807494
53,75.9,1.68,26.8,19.0,155,121.0,78,0.95,1.52,4,Male,Strength,Intermediate,353.0,1,0.44697783849811784,-2.031902982848594
23,90.4,1.69,31.5,33.3,197,166.0,67,1.09,1.64,5,Female,Cardio,Intermediate,767.0,2,2.3832193848616754,0.9538758232200648
43,74.6,1.67,26.8,45.6,175,159.0,65,0.55,1.41,5,Female,HIIT,Intermediate,392.0,1,-0.5738968371001117,-0.44960160807783045
60,76.8,1.54,32.3,44.7,165,132.0,72,0.89,1.13,4,Female,Strength,Intermediate,332.0,1,-0.4502843238147182,-1.6538642534311538
45,87.4,1.76,28.2,23.1,183,140.0,67,1.18,1.84,5,Male,Strength,Intermediate,631.0,2,2.525845987906975,-0.7244093748626583
35,46.7,1.61,17.9,27.8,193,162.0,74,0.52,1.07,3,Female,Cardio,Beginner,195.0,0,-1.8155723856485937,1.3531302090043724
26,99.1,1.69,34.7,33.6,193,166.0,74,0.81,1.55,7,Male,Cardio,Advanced,739.0,2,1.6592817525168853,0.903210787747502
18,60.0,1.63,22.6,31.5,205,135.0,69,0.89,1.37,6,Female,Yoga,Advanced,245.0,1,-0.18703256677342778,-0.4948740350353235
24,88.8,1.71,30.5,27.5,194,165.0,75,0.91,1.41,2,Male,Cardio,Beginner,571.0,2,1.0085643076254123,2.067937572734247
58,70.6,1.68,24.9,23.0,170,148.0,72,1.22,1.76,4,Male,Cardio,Intermediate,651.0,2,2.4514739618745227,-0.514753769385576
24,77.2,1.64,28.8,15.6,193,157.0,64,0.88,1.07,3,Male,Cardio,Beginner,480.0,0,0.14022221342779925,0.7429736566606688
18,66.0,1.72,22.2,20.4,186,150.0,70,1.21,1.21,4,Male,Strength,Advanced,504.0,2,1.1393919182684975,-0.16081395578818944
53,87.1,1.79,27.2,23.1,178,140.0,69,1.19,1.64,6,Male,Strength,Advanced,676.0,2,2.401922859201308,-1.0985313247766384
35,65.6,1.66,23.8,40.6,166,132.0,73,1.0,1.44,6,Female,Strength,Advanced,344.0,1,0.3303736468614174,-2.0456057061455812
33,78.2,1.59,30.8,24.6,181,152.0,78,0.95,1.3,1,Female,Cardio,Beginner,441.0,2,0.3157125311361076,1.1331292017053423
